PO_ID,Supplier_ID,Supplier_Name,Region,Country,Product_Category,Product_SKU,Unit_Cost_USD,Lead_Time_Days,OTD_Rate_Pct,Defect_Rate_Pct,Compliance_Score,Contract_Tier,Payment_Terms_Days,MOQ_Units,Annual_Volume_Units,Risk_Level,Certifications,Last_Audit_Date,Sustainability_Score,Active_Disruptions,Alt_Supplier_ID,PO_Quarter,Units_Ordered,Units_Delivered_On_Time,Units_Rejected,PO_Value_USD
PO-11409,SUP-017,Sahyadri Alloy Tech,APAC,India,Specialty Alloys,SKU-SA-1230,27.0,47,84.7,3.06,58,Tier-3,30,18152,655332,Medium,ISO9001,2024-01-05,61,Port congestion risk,SUP-110,Q2-2024,31217,26440,955,842859.0
PO-11410,SUP-018,Deltaforge Vietnam,APAC,Vietnam,Mechanical Components,SKU-MC-1232,7.45,35,86.1,2.64,68,Tier-3,30,17878,445441,High,ISO9001,2023-08-02,60,Port closure risk,SUP-006,Q2-2023,46117,39706,1217,343571.65
PO-11411,SUP-019,Saigon Precision Works,APAC,Vietnam,Electronic Components,SKU-EC-1198,9.3,12,93.4,0.75,72,Tier-2,45,19546,1563269,Low,ISO9001;RoHS,2023-12-16,69,None,SUP-059,Q2-2023,72942,68127,547,678360.6
PO-11412,SUP-020,MeKong Pack Co,APAC,Vietnam,Packaging Materials,SKU-PM-1303,1.98,41,65.0,2.52,54,Tier-3,30,23865,439808,High,FSC;ISO9001,2024-04-09,50,Currency volatility flag,SUP-035,Q4-2023,25640,16666,646,50767.2
PO-11413,SUP-021,HanoiTex Industries,APAC,Vietnam,Industrial Textiles,SKU-IT-1195,2.2,30,92.8,1.17,74,Tier-2,45,5888,657202,Medium,OEKO-TEX;ISO9001,2024-07-11,71,Regulatory audit pending,SUP-058,Q1-2023,14564,13515,170,32040.8
PO-11414,SUP-022,DaNang Metal Works,APAC,Vietnam,Mechanical Components,SKU-MC-1233,3.55,37,75.8,2.02,55,Tier-3,30,15378,363953,High,ISO9001,2024-04-13,56,Regulatory enforcement pending,SUP-095,Q3-2024,29796,22585,601,105775.8
PO-11415,SUP-023,Hanguk Circuit Works,APAC,South Korea,Electronic Components,SKU-EC-1199,9.73,15,90.6,1.73,80,Tier-1,60,4460,318307,Low,ISO9001;AEC-Q100,2024-07-16,70,None,SUP-039,Q2-2023,10495,9508,181,102116.35
PO-11416,SUP-024,Seoultech Micro,APAC,South Korea,Electronic Components,SKU-EC-1200,8.78,18,85.6,2.97,84,Tier-2,45,13886,1810532,Medium,ISO9001;RoHS,2023-10-01,65,None,SUP-080,Q4-2024,30909,26458,917,271381.02
PO-11417,SUP-025,Koryo Alloy Systems,APAC,South Korea,Specialty Alloys,SKU-SA-1231,32.03,20,97.7,1.21,95,Tier-1,60,5665,125773,Low,ISO9001;NADCAP,2023-06-01,71,None,SUP-029,Q3-2024,16853,16465,203,539801.59
PO-11418,SUP-026,Hangang Steel Parts,APAC,South Korea,Mechanical Components,SKU-MC-1234,3.05,24,81.8,1.65,81,Tier-2,45,12614,952990,Medium,ISO9001;IATF16949,2024-01-01,56,None,SUP-062,Q1-2023,15670,12818,258,47793.5
PO-11419,SUP-027,Busan Pack Corp,APAC,South Korea,Packaging Materials,SKU-PM-1304,2.52,41,91.9,2.68,84,Tier-2,45,14041,782588,Low,FSC;ISO9001,2024-05-10,52,None,SUP-032,Q1-2023,24001,22056,643,60482.52
PO-11420,SUP-028,Hokkaido Alloy Tech,APAC,Japan,Specialty Alloys,SKU-SA-1232,24.91,28,97.8,0.4,84,Tier-1,60,4193,387376,Low,ISO9001;NADCAP;AS9100,2024-08-10,72,None,SUP-032,Q1-2024,7907,7733,31,196963.37
PO-11421,SUP-029,Kinki Precision Corp,APAC,Japan,Electronic Components,SKU-EC-1201,8.19,13,96.0,0.31,86,Tier-1,60,4449,126234,Low,ISO9001;AEC-Q100;RoHS,2023-06-07,94,None,SUP-078,Q2-2024,10200,9792,31,83538.0
PO-11422,SUP-030,Osaka Polymer Systems,APAC,Japan,Raw Materials,SKU-RM-1256,7.33,39,94.0,0.76,80,Tier-1,60,2416,220339,Medium,ISO9001;ISO14001;REACH,2023-06-01,89,Seasonal flood risk,SUP-076,Q4-2023,4338,4077,32,31797.54
PO-11423,SUP-031,Sendai Mech Works,APAC,Japan,Mechanical Components,SKU-MC-1235,4.54,20,89.9,1.19,94,Tier-1,60,4677,356350,Medium,ISO9001;IATF16949,2023-08-16,77,Port congestion risk,SUP-025,Q4-2024,16001,14384,190,72644.54
PO-11424,SUP-032,Kyushu Textile Co,APAC,Japan,Industrial Textiles,SKU-IT-1196,3.11,40,97.0,0.48,87,Tier-1,60,3267,58223,Low,OEKO-TEX;ISO9001;ISO14001,2024-06-07,83,None,SUP-103,Q4-2024,4013,3892,19,12480.43
PO-11425,SUP-033,PrecisionForge Taiyuan,APAC,Taiwan,Mechanical Components,SKU-MC-1236,1.89,18,90.2,1.13,83,Tier-1,60,2037,239823,Low,ISO9001;IATF16949,2023-12-29,94,None,SUP-053,Q3-2024,2854,2574,32,5394.06
PO-11426,SUP-034,Formosa Circuit Co,APAC,Taiwan,Electronic Components,SKU-EC-1202,7.18,19,95.4,1.72,97,Tier-1,60,1134,490379,Medium,ISO9001;AEC-Q100;RoHS,2023-09-22,77,Geopolitical tension flag,SUP-090,Q1-2024,3321,3168,57,23844.78
PO-11427,SUP-035,Yulon Alloy Mfg,APAC,Taiwan,Specialty Alloys,SKU-SA-1233,34.62,16,91.2,1.74,77,Tier-2,45,6756,540024,Medium,ISO9001,2024-06-04,76,Geopolitical tension flag,SUP-055,Q3-2023,12044,10984,209,416963.28
PO-11428,SUP-036,Kaohsiung Pack Co,APAC,Taiwan,Packaging Materials,SKU-PM-1305,3.6,16,78.3,0.7,86,Tier-2,45,13341,1274852,Low,FSC;ISO9001,2023-12-29,66,None,SUP-056,Q3-2023,25048,19612,175,90172.8
PO-11429,SUP-037,Straits Packaging Hub,APAC,Singapore,Packaging Materials,SKU-PM-1306,2.97,11,92.7,0.74,99,Tier-1,60,3591,167005,Low,ISO9001;ISO14001,2023-04-28,80,None,SUP-099,Q4-2023,4683,4341,34,13908.51
PO-11430,SUP-038,SingaMold Tech,APAC,Singapore,Mechanical Components,SKU-MC-1237,5.26,23,94.1,0.56,95,Tier-1,60,451,294576,Low,ISO9001;IATF16949,2024-07-29,78,None,SUP-078,Q2-2023,1788,1682,10,9404.88
PO-11431,SUP-039,Krungsri Moldtech,APAC,Thailand,Mechanical Components,SKU-MC-1238,5.74,24,83.5,0.44,88,Tier-2,45,7718,941571,Low,ISO9001;IATF16949,2024-08-07,52,None,SUP-008,Q3-2024,15229,12716,67,87414.46
PO-11432,SUP-040,ChaoPhaya Pack,APAC,Thailand,Packaging Materials,SKU-PM-1307,1.88,35,92.1,1.73,78,Tier-2,45,11071,1758331,Low,FSC;ISO9001,2023-03-10,72,None,SUP-113,Q2-2023,22492,20715,389,42284.96
PO-11433,SUP-041,Archipelago PCB Corp,APAC,Philippines,Electronic Components,SKU-EC-1203,5.32,39,69.9,2.61,73,Tier-3,30,15811,489068,Low,ISO9001,2023-08-05,47,None,SUP-053,Q3-2024,54636,38190,1425,290663.52
PO-11434,SUP-042,Visayas Textile Co,APAC,Philippines,Industrial Textiles,SKU-IT-1197,4.11,21,76.0,2.69,65,Tier-3,30,20635,40553,High,OEKO-TEX;ISO9001,2023-01-16,52,Currency volatility flag,SUP-098,Q3-2023,64325,48887,1730,264375.75
PO-11435,SUP-043,Tasman Circuit Boards,APAC,Australia,Electronic Components,SKU-EC-1204,3.61,13,88.8,1.57,95,Tier-1,60,1626,201208,Low,ISO9001;AEC-Q100;RoHS,2024-04-18,73,None,SUP-024,Q3-2024,4931,4378,77,17800.91
PO-11436,SUP-044,Broken Hill Alloys,APAC,Australia,Specialty Alloys,SKU-SA-1234,13.21,41,94.1,1.2,92,Tier-1,60,4287,153046,Low,ISO9001;NADCAP,2023-07-09,71,None,SUP-074,Q2-2023,14149,13314,169,186908.29
PO-11437,SUP-045,Sibertek Molding,APAC,Russia,Mechanical Components,SKU-MC-1239,4.97,39,63.6,3.35,71,Tier-3,30,23899,596183,Medium,ISO9001,2023-08-01,31,Seasonal flood risk,SUP-099,Q2-2024,54993,34975,1842,273315.21
PO-11438,SUP-046,Krauss-Polymex GmbH,EMEA,Germany,Raw Materials,SKU-RM-1257,10.08,13,98.8,1.26,89,Tier-1,60,5560,443682,Low,REACH;ISO9001;ISO14001,2023-08-27,76,None,SUP-112,Q2-2024,11513,11374,145,116051.04
PO-11439,SUP-047,Rheinwerk Precision AG,EMEA,Germany,Mechanical Components,SKU-MC-1240,6.05,9,89.4,0.18,83,Tier-1,60,3259,294955,Low,ISO9001;IATF16949,2024-05-06,88,None,SUP-004,Q4-2024,7913,7074,14,47873.65
PO-11440,SUP-048,Berliner Pack GmbH,EMEA,Germany,Packaging Materials,SKU-PM-1308,1.65,37,88.1,0.18,84,Tier-1,60,3641,200521,High,FSC;ISO14001;ISO9001,2024-08-09,83,Port closure risk,SUP-112,Q3-2024,8519,7505,15,14056.35
PO-11441,SUP-049,Munich Alloy Technik,EMEA,Germany,Specialty Alloys,SKU-SA-1235,27.77,34,93.1,0.87,89,Tier-1,60,2049,242195,High,ISO9001;NADCAP;AS9100,2023-01-24,98,Labour strike risk,SUP-082,Q2-2024,2319,2158,20,64398.63
PO-11442,SUP-050,Dresdner Textilwerk,EMEA,Germany,Industrial Textiles,SKU-IT-1198,4.1,13,84.9,1.39,89,Tier-2,45,14652,671263,Medium,OEKO-TEX;ISO9001,2024-08-02,62,Tariff adjustment pending,SUP-107,Q2-2023,21855,18554,303,89605.5
PO-11443,SUP-051,Toreval Electronics,EMEA,France,Electronic Components,SKU-EC-1205,5.37,11,95.5,0.33,92,Tier-1,60,3438,351198,Low,ISO9001;AEC-Q100;RoHS,2024-06-25,77,None,SUP-096,Q2-2023,6084,5810,20,32671.08
PO-11444,SUP-052,Lyon Polymer SAS,EMEA,France,Raw Materials,SKU-RM-1258,9.7,13,89.9,0.8,86,Tier-1,60,2972,361955,Low,ISO9001;ISO14001;REACH,2023-12-24,83,None,SUP-044,Q2-2024,9418,8466,75,91354.6
PO-11445,SUP-053,Bordeaux Pack SAS,EMEA,France,Packaging Materials,SKU-PM-1309,3.42,22,93.7,1.56,80,Tier-2,45,10576,1934292,Low,FSC;ISO14001;ISO9001,2023-09-21,63,None,SUP-082,Q1-2024,33809,31679,527,115626.78
PO-11446,SUP-054,Lumivex Semiconductor NL,EMEA,Netherlands,Electronic Components,SKU-EC-1206,9.88,23,97.0,1.45,89,Tier-1,60,5376,167117,Low,ISO9001;AEC-Q100;RoHS,2023-08-20,89,None,SUP-090,Q4-2024,10046,9744,145,99254.48
PO-11447,SUP-055,Rotterdam Chem BV,EMEA,Netherlands,Raw Materials,SKU-RM-1259,6.3,18,94.6,0.56,93,Tier-1,60,1596,157717,Low,ISO9001;ISO14001;REACH,2024-08-12,78,None,SUP-072,Q4-2024,3386,3203,18,21331.8
PO-11448,SUP-056,Solveig Eco Packaging,EMEA,Sweden,Packaging Materials,SKU-PM-1310,1.38,25,95.7,1.01,96,Tier-1,60,1217,170640,Medium,FSC;ISO14001;ISO9001,2023-03-04,88,Regulatory audit pending,SUP-014,Q4-2024,1745,1669,17,2408.1
PO-11449,SUP-057,Norrsken Textiles AB,EMEA,Sweden,Industrial Textiles,SKU-IT-1199,3.4,28,95.9,0.3,95,Tier-1,60,2868,486497,Low,OEKO-TEX;ISO9001;ISO14001,2023-12-11,94,None,SUP-032,Q3-2024,8938,8571,26,30389.2
PO-11450,SUP-058,Norbec Alloy Works,EMEA,Norway,Specialty Alloys,SKU-SA-1236,25.08,10,93.4,1.1,84,Tier-1,60,2872,185824,Low,ISO9001;ISO14001;AS9100,2024-08-03,71,None,SUP-067,Q3-2023,6532,6100,71,163822.56
PO-11451,SUP-059,Fjord Polymer AS,EMEA,Norway,Raw Materials,SKU-RM-1260,15.71,15,88.6,0.15,91,Tier-1,60,2071,424742,Low,ISO9001;ISO14001;REACH,2024-09-01,73,None,SUP-054,Q2-2024,6402,5672,9,100575.42
PO-11452,SUP-060,Nordloom Finland Oy,EMEA,Finland,Industrial Textiles,SKU-IT-1200,6.18,38,92.5,0.66,90,Tier-1,60,418,331177,Medium,OEKO-TEX;ISO9001;ISO14001,2023-09-25,90,None,SUP-018,Q4-2023,558,516,3,3448.44
PO-11453,SUP-061,Helsinki Pack Oy,EMEA,Finland,Packaging Materials,SKU-PM-1311,0.93,24,90.0,1.95,73,Tier-2,45,14710,564073,Medium,FSC;ISO9001,2023-07-29,64,Seasonal flood risk,SUP-016,Q2-2024,17859,16073,348,16608.87
PO-11454,SUP-062,Borealis Composites,EMEA,Denmark,Raw Materials,SKU-RM-1261,8.56,16,91.4,0.41,93,Tier-1,60,674,489826,High,ISO9001;ISO14001;REACH,2023-08-01,75,Typhoon season disruption,SUP-086,Q1-2024,1506,1376,6,12891.36
PO-11455,SUP-063,Elsinor Pack AS,EMEA,Denmark,Packaging Materials,SKU-PM-1312,2.75,25,89.2,0.45,74,Tier-2,45,18529,1654936,Medium,FSC;ISO9001,2024-07-19,76,Tariff adjustment pending,SUP-048,Q1-2023,20670,18437,93,56842.5
PO-11456,SUP-064,Ostwind Composites AG,EMEA,Austria,Raw Materials,SKU-RM-1262,10.29,17,97.1,1.78,90,Tier-1,60,5061,491074,Medium,ISO9001;ISO14001;REACH,2024-05-13,92,None,SUP-084,Q2-2023,15655,15201,278,161089.95
PO-11457,SUP-065,Wiener Alloy GmbH,EMEA,Austria,Specialty Alloys,SKU-SA-1237,23.6,13,85.4,1.2,81,Tier-2,45,11899,535870,Low,ISO9001;NADCAP,2023-06-17,64,None,SUP-018,Q2-2024,14974,12787,179,353386.4
PO-11458,SUP-066,Valdoro Special Alloys,EMEA,Italy,Specialty Alloys,SKU-SA-1238,20.55,19,89.9,1.05,88,Tier-1,60,4073,434058,Low,ISO9001;ISO14001;NADCAP,2024-06-16,83,None,SUP-092,Q4-2023,6259,5626,65,128622.45
PO-11459,SUP-067,Braccio Metalli SpA,EMEA,Italy,Specialty Alloys,SKU-SA-1239,19.77,16,94.9,2.15,74,Tier-2,45,12819,941529,Low,ISO9001;NADCAP,2023-01-23,48,None,SUP-064,Q1-2023,27874,26452,599,551068.98
PO-11460,SUP-068,Milano Textil Srl,EMEA,Italy,Industrial Textiles,SKU-IT-1201,5.69,34,81.7,1.11,81,Tier-2,45,6025,1505778,Low,OEKO-TEX;ISO9001,2024-03-13,76,None,SUP-057,Q1-2023,20362,16635,226,115859.78
PO-11461,SUP-069,Ibervex Quimica SL,EMEA,Spain,Raw Materials,SKU-RM-1263,13.59,22,80.4,1.74,86,Tier-2,45,10163,1984595,Medium,ISO9001;REACH,2023-03-22,70,Geopolitical tension flag,SUP-001,Q4-2023,11999,9647,208,163066.41
PO-11462,SUP-070,Catalan Pack SA,EMEA,Spain,Packaging Materials,SKU-PM-1313,1.26,20,94.0,0.88,74,Tier-2,45,17978,457831,Medium,FSC;ISO9001,2023-05-11,85,Geopolitical tension flag,SUP-056,Q3-2023,21036,19773,185,26505.36
PO-11463,SUP-071,Ferralux Gulf FZE,EMEA,UAE,Specialty Alloys,SKU-SA-1240,18.24,37,87.2,1.68,92,Tier-2,45,2536,290561,High,ISO9001;ISO14001,2023-02-23,85,Currency volatility flag,SUP-040,Q3-2023,4933,4301,82,89977.92
PO-11464,SUP-072,Almaral Steel FZC,EMEA,UAE,Specialty Alloys,SKU-SA-1241,29.31,20,93.0,0.56,90,Tier-2,45,19906,1070079,High,ISO9001,2023-09-24,74,Regulatory enforcement pending,SUP-039,Q4-2024,40950,38083,229,1200244.5
PO-11465,SUP-073,Dubai Pack FZE,EMEA,UAE,Packaging Materials,SKU-PM-1314,2.16,13,85.0,2.14,86,Tier-2,45,14658,854472,High,FSC;ISO9001,2023-06-01,59,Regulatory enforcement pending,SUP-093,Q4-2024,55875,47493,1195,120690.0
PO-11466,SUP-074,Novex Fab Polska,EMEA,Poland,Mechanical Components,SKU-MC-1241,8.04,31,83.8,2.84,69,Tier-2,45,3314,1783309,Low,ISO9001,2023-10-16,59,None,SUP-008,Q3-2024,12059,10105,342,96954.36
PO-11467,SUP-075,Vistula Pack Sp,EMEA,Poland,Packaging Materials,SKU-PM-1315,1.3,49,79.2,4.22,73,Tier-3,30,13162,697667,High,FSC;ISO9001,2023-05-14,39,Export license risk,SUP-061,Q3-2023,19697,15600,831,25606.1
PO-11468,SUP-076,BalticPrint OU,EMEA,Estonia,Packaging Materials,SKU-PM-1316,2.9,28,79.4,3.14,70,Tier-2,45,3375,594311,Medium,FSC;ISO9001,2024-04-10,81,Seasonal flood risk,SUP-014,Q1-2023,4586,3641,144,13299.4
PO-11469,SUP-077,Kovalev Metalburg,EMEA,Czechia,Mechanical Components,SKU-MC-1242,2.5,37,92.5,2.82,82,Tier-2,45,9390,1354651,Medium,ISO9001;IATF16949,2023-12-30,66,Seasonal flood risk,SUP-041,Q1-2024,32145,29734,906,80362.5
PO-11470,SUP-078,Varna Electronics EAD,EMEA,Bulgaria,Electronic Components,SKU-EC-1207,10.38,29,64.8,2.25,74,Tier-3,30,10750,189007,High,ISO9001;RoHS,2024-04-10,37,Typhoon season disruption,SUP-110,Q4-2023,29020,18804,652,301227.6
PO-11471,SUP-079,Helios Pack Greece,EMEA,Greece,Packaging Materials,SKU-PM-1317,2.61,42,64.9,1.27,59,Tier-3,30,10772,435191,Medium,ISO9001,2023-07-16,39,Port congestion risk,SUP-039,Q3-2024,38624,25066,490,100808.64
PO-11472,SUP-080,Maghreb Castworks,EMEA,Morocco,Mechanical Components,SKU-MC-1243,4.17,30,84.5,3.64,50,Tier-3,30,14499,348729,High,ISO9001,2024-09-05,64,Labour strike risk,SUP-004,Q4-2024,47828,40414,1740,199442.76
PO-11473,SUP-081,Lisbon Polymer Lda,EMEA,Portugal,Raw Materials,SKU-RM-1264,11.28,17,87.9,1.33,75,Tier-2,45,2338,1903931,Low,ISO9001;REACH,2024-09-18,77,None,SUP-053,Q2-2024,2922,2568,38,32960.16
PO-11474,SUP-082,Veltara Packing Solutions,LATAM,Brazil,Packaging Materials,SKU-PM-1318,1.95,31,91.0,1.28,92,Tier-2,45,7952,933116,Medium,FSC;ISO9001,2023-08-27,76,None,SUP-079,Q2-2024,21521,19584,275,41965.95
PO-11475,SUP-083,Sao Paulo Polymer,LATAM,Brazil,Raw Materials,SKU-RM-1265,10.96,17,82.6,1.67,82,Tier-2,45,7243,852233,Medium,ISO9001,2024-07-09,78,None,SUP-081,Q3-2024,18688,15436,312,204820.48
PO-11476,SUP-084,Recife Textiles SA,LATAM,Brazil,Industrial Textiles,SKU-IT-1202,3.55,30,79.4,2.67,71,Tier-2,45,7166,416479,Medium,OEKO-TEX;ISO9001,2023-02-13,49,Port congestion risk,SUP-079,Q3-2024,14321,11370,382,50839.55
PO-11477,SUP-085,Minas Gerais Alloys,LATAM,Brazil,Specialty Alloys,SKU-SA-1242,26.87,25,80.6,1.29,91,Tier-2,45,10007,1071552,Medium,ISO9001,2024-09-29,85,Geopolitical tension flag,SUP-022,Q3-2023,37095,29898,478,996742.65
PO-11478,SUP-086,Tecovar Industrial Textiles,LATAM,Mexico,Industrial Textiles,SKU-IT-1203,2.81,14,90.3,2.26,72,Tier-2,45,12984,1490926,Medium,OEKO-TEX;ISO9001,2023-07-19,50,Geopolitical tension flag,SUP-056,Q2-2024,19347,17470,437,54365.07
PO-11479,SUP-087,Guadalajara Mold Co,LATAM,Mexico,Mechanical Components,SKU-MC-1244,5.83,13,81.5,0.7,87,Tier-2,45,3428,671707,Medium,ISO9001;IATF16949,2023-03-27,82,None,SUP-062,Q3-2023,4480,3651,31,26118.4
PO-11480,SUP-088,Monterrey Pack SA,LATAM,Mexico,Packaging Materials,SKU-PM-1319,2.65,21,81.0,0.83,72,Tier-2,45,18756,1489879,Medium,FSC;ISO9001,2024-07-10,52,Port congestion risk,SUP-041,Q3-2023,47293,38307,392,125326.45
PO-11481,SUP-089,Yucatan Polymer Mfg,LATAM,Mexico,Raw Materials,SKU-RM-1266,11.58,24,71.3,2.85,62,Tier-3,30,24098,155065,High,ISO9001,2023-05-17,49,Labour strike risk,SUP-023,Q1-2024,64152,45740,1828,742880.16
PO-11482,SUP-090,Plataforma Metales SA,LATAM,Argentina,Raw Materials,SKU-RM-1267,13.78,50,82.6,3.42,51,Tier-3,30,21312,503726,Medium,ISO9001,2024-02-02,54,Regulatory audit pending,SUP-015,Q2-2024,72163,59606,2467,994406.14
PO-11483,SUP-091,Patagonia Alloys SRL,LATAM,Argentina,Specialty Alloys,SKU-SA-1243,23.08,25,77.2,2.13,62,Tier-3,30,24522,496491,High,ISO9001,2023-05-29,49,Currency volatility flag,SUP-106,Q3-2023,81684,63060,1739,1885266.72
PO-11484,SUP-092,Buenos Aires Pack,LATAM,Argentina,Packaging Materials,SKU-PM-1320,2.33,20,64.8,1.84,50,Tier-3,30,14316,211017,High,ISO9001,2024-08-04,49,Export license risk,SUP-013,Q4-2024,47810,30980,879,111397.3
PO-11485,SUP-093,Andino Fiber Corp,LATAM,Colombia,Industrial Textiles,SKU-IT-1204,4.78,31,91.1,2.36,70,Tier-2,45,16631,421753,Medium,OEKO-TEX;ISO9001,2024-06-23,53,Seasonal flood risk,SUP-054,Q1-2024,54338,49501,1282,259735.64
PO-11486,SUP-094,Bogota Pack Ltda,LATAM,Colombia,Packaging Materials,SKU-PM-1321,2.87,19,62.6,1.73,72,Tier-3,30,6868,269994,Medium,FSC;ISO9001,2023-03-05,42,None,SUP-073,Q3-2023,6937,4342,120,19909.19
PO-11487,SUP-095,Cerromax Mineria,LATAM,Peru,Raw Materials,SKU-RM-1268,7.29,30,60.1,4.29,73,Tier-3,30,22824,455267,High,ISO9001,2023-07-03,40,Audit overdue; compliance review,SUP-060,Q1-2023,65637,39447,2815,478493.73
PO-11488,SUP-096,Lima Polymer SA,LATAM,Peru,Raw Materials,SKU-RM-1269,19.29,40,67.3,4.12,57,Tier-3,30,23125,209700,High,ISO9001,2024-04-06,65,Currency volatility flag,SUP-065,Q1-2023,30942,20823,1274,596871.18
PO-11489,SUP-097,Amapola Fibras,LATAM,Chile,Industrial Textiles,SKU-IT-1205,2.98,41,84.8,2.35,72,Tier-2,45,9997,1898925,Medium,OEKO-TEX;ISO9001,2023-07-28,77,None,SUP-094,Q3-2024,32055,27182,753,95523.9
PO-11490,SUP-098,Cobre del Sur SA,LATAM,Chile,Specialty Alloys,SKU-SA-1244,24.04,32,81.6,1.75,90,Tier-2,45,5737,1952357,Medium,ISO9001,2024-02-12,53,Regulatory audit pending,SUP-079,Q3-2024,11538,9415,201,277373.52
PO-11491,SUP-099,Santiago Pack Corp,LATAM,Chile,Packaging Materials,SKU-PM-1322,1.34,15,85.7,1.09,84,Tier-2,45,2026,255997,High,FSC;ISO9001,2024-09-15,67,Currency volatility flag,SUP-009,Q4-2023,7898,6768,86,10583.32
PO-11492,SUP-100,Orinoco Pack SAPI,LATAM,Venezuela,Packaging Materials,SKU-PM-1323,2.22,29,64.1,3.42,66,Tier-3,30,20108,669236,Medium,ISO9001,2024-05-08,44,Tariff adjustment pending,SUP-026,Q1-2023,46719,29946,1597,103716.18
PO-11493,SUP-101,Quetzal Textiles,LATAM,Guatemala,Industrial Textiles,SKU-IT-1206,2.09,41,73.3,1.51,51,Tier-3,30,24071,215162,High,ISO9001,2023-03-18,57,Export license risk,SUP-095,Q1-2024,56493,41409,853,118070.37
PO-11494,SUP-102,Crestline Chemical Supply,NA,USA,Raw Materials,SKU-RM-1270,17.43,40,95.1,0.89,94,Tier-1,60,1306,224729,Low,ISO9001;ISO14001;OSHA,2023-11-03,83,None,SUP-069,Q4-2023,3522,3349,31,61388.46
PO-11495,SUP-103,Fenwick Alloy Solutions,NA,USA,Specialty Alloys,SKU-SA-1245,21.7,17,92.0,0.95,80,Tier-1,60,3601,237588,Medium,ISO9001;NADCAP;AS9100,2024-09-18,92,Tariff adjustment pending,SUP-056,Q3-2024,6399,5887,60,138858.3
PO-11496,SUP-104,Ridgecroft Textiles,NA,USA,Industrial Textiles,SKU-IT-1207,3.81,21,98.0,1.08,83,Tier-1,60,2923,363350,Low,OEKO-TEX;ISO9001;OSHA,2024-09-08,74,None,SUP-032,Q2-2024,6585,6453,71,25088.85
PO-11497,SUP-105,Lakeshore Components,NA,USA,Mechanical Components,SKU-MC-1245,5.78,27,91.1,0.84,80,Tier-1,60,1518,343736,Low,ISO9001;IATF16949;OSHA,2024-09-24,94,None,SUP-070,Q4-2024,2687,2447,22,15530.86
PO-11498,SUP-106,BlueMesa Polymers,NA,USA,Raw Materials,SKU-RM-1271,13.16,33,92.7,1.1,89,Tier-1,60,4368,51321,Medium,ISO9001;ISO14001;OSHA,2024-05-24,72,Seasonal flood risk,SUP-049,Q1-2024,15607,14467,171,205388.12
PO-11499,SUP-107,Cascade Pack Corp,NA,USA,Packaging Materials,SKU-PM-1324,2.82,33,90.9,0.7,99,Tier-1,60,2659,79462,Low,FSC;ISO14001;ISO9001,2024-02-25,97,None,SUP-094,Q1-2024,3580,3254,25,10095.6
PO-11500,SUP-108,Appalachian Alloys,NA,USA,Specialty Alloys,SKU-SA-1246,25.88,22,85.9,1.21,81,Tier-2,45,8758,936067,High,ISO9001;NADCAP,2024-08-21,81,Export license risk,SUP-041,Q1-2024,34199,29376,413,885070.12
PO-11501,SUP-109,Gulf Coast Mech,NA,USA,Mechanical Components,SKU-MC-1246,3.56,17,87.1,1.14,77,Tier-2,45,18867,1790731,High,ISO9001;IATF16949,2024-02-13,48,Currency volatility flag,SUP-009,Q1-2023,29616,25795,337,105432.96
PO-11502,SUP-110,Texarkana Fiber Inc,NA,USA,Industrial Textiles,SKU-IT-1208,4.46,31,80.4,1.68,79,Tier-2,45,4005,137912,Low,OEKO-TEX;ISO9001,2024-06-16,73,None,SUP-101,Q1-2024,9879,7942,165,44060.34
PO-11503,SUP-111,Ohio Valley Electronics,NA,USA,Electronic Components,SKU-EC-1208,6.84,18,79.8,1.02,84,Tier-2,45,3348,791808,Medium,ISO9001;RoHS,2024-04-30,82,Seasonal flood risk,SUP-066,Q4-2023,13096,10450,133,89576.64
PO-11504,SUP-112,Maplewood Polymer Corp,NA,Canada,Raw Materials,SKU-RM-1272,17.06,23,91.0,1.55,83,Tier-1,60,519,118316,Low,ISO9001;ISO14001;REACH,2023-08-06,87,None,SUP-114,Q1-2023,520,473,8,8871.2
PO-11505,SUP-113,Pinnacle Resin Co,NA,Canada,Raw Materials,SKU-RM-1273,9.71,40,78.8,1.37,79,Tier-2,45,13661,1452766,Low,ISO9001;REACH,2024-07-25,73,None,SUP-047,Q1-2024,20023,15778,274,194423.33
PO-11506,SUP-114,Rockies Pack Inc,NA,Canada,Packaging Materials,SKU-PM-1325,1.63,40,82.4,1.98,81,Tier-2,45,11640,1005955,Medium,FSC;ISO9001,2024-06-27,82,Regulatory audit pending,SUP-060,Q1-2023,19393,15979,383,31610.59
PO-11507,SUP-115,Caribou Alloy Works,NA,Canada,Specialty Alloys,SKU-SA-1247,20.14,32,86.0,1.56,87,Tier-2,45,8686,997008,Low,ISO9001;NADCAP,2023-11-07,50,None,SUP-029,Q1-2024,18373,15800,286,370032.22
PO-11508,SUP-116,Prairie Mech Corp,NA,Canada,Mechanical Components,SKU-MC-1247,6.59,24,94.1,1.11,86,Tier-2,45,17858,675162,High,ISO9001;IATF16949,2023-11-05,86,Port closure risk,SUP-105,Q2-2024,28660,26969,318,188869.4
